term,display_prefix,translation_text,explanation_text,part_of_speech,example_source,example_target,tags,difficulty,source
aß,,ate,,,,,"bulk-import,tatoeba-example-short",,tatoeba:1972760
Baby,,baby,,,Das Baby wächst.,The baby grows.,"bulk-import,tatoeba-example-short",,tatoeba:12577441
Bach,,brook,,,,,"bulk-import,tatoeba-example-short",,tatoeba:457966
backen,,bake,,,Backen Sie Brot?,Do you bake bread?,"bulk-import,tatoeba-example-short",,tatoeba:8768047
Bad,,bath,,,Bade!,Take a bath.,"bulk-import,tatoeba-example-short",,tatoeba:8765345
baden,,bathe,,,Baden Sie!,Take a bath.,"bulk-import,tatoeba-example-short",,tatoeba:8765348
Badezimmer,,bathroom,,,Versteck dich im Badezimmer.,Hide in the bathroom.,"bulk-import,tatoeba-example-short",,tatoeba:13710775
Bahnhof,,station,,,Wir sind am Bahnhof.,We're at the station.,"bulk-import,tatoeba-example-short",,tatoeba:13380728
Bahnsteig,,platform,,,Holst du mich vom Bahnsteig ab?,Will you meet me off the train?,"bulk-import,tatoeba-example-short",,tatoeba:11526482
balancieren,,balance,,,Die Robbe kann einen Ball auf der Nase balancieren.,This seal can balance a ball on his nose.,"bulk-import,tatoeba-example-short",,tatoeba:8662466
bald,,soon,,,Bis bald.,See you soon.,"bulk-import,tatoeba-example-short",,tatoeba:12496968
Ball,,ball,,,Fang den Ball!,Catch the ball!,"bulk-import,tatoeba-example-short",,tatoeba:10537012
Banane,,banana,,,Kauf eine Banane.,Buy a banana.,"bulk-import,tatoeba-example-short",,tatoeba:13301869
band,,bound,,,,,"bulk-import,tatoeba-example-short",,tatoeba:13577576
Bank,,bank,,,Geh bitte zur Bank!,Please go to the bank.,"bulk-import,tatoeba-example-short",,tatoeba:12614310
Banknote,,bank note,,,Bitte wechsel diese Banknoten in Münzen.,Please change these bills into coins.,"bulk-import,tatoeba-example-short",,tatoeba:679343
Bar,,cash,,,Karte oder bar?,Cash or card?,"bulk-import,tatoeba-example-short",,tatoeba:13796284
Bargeld,,cash,,,Benutze Bargeld.,Use cash.,"bulk-import,tatoeba-example-short",,tatoeba:13480886
Barren,,bar,,,"Das Museum stellte historische Barren aus, die aus einer gesunkenen spanischen Galeone geborgen worden waren.",The museum displayed historic bullion recovered from a sunken Spanish galleon.,"bulk-import,tatoeba-example-short",,tatoeba:13637324
Bart,,beard,,,Ich habe keinen Bart.,I don't have a beard.,"bulk-import,tatoeba-example-short",,tatoeba:10125272
Basis,,basis,,,Jeder Vektorraum hat eine Basis.,Every vector space has a basis.,"bulk-import,tatoeba-example-short",,tatoeba:2125960
bauen,,construct,,,Was bauen sie?,What are they building?,"bulk-import,tatoeba-example-short",,tatoeba:12389621
Bauer,,farmer,,,Sie sind Bauern.,They're farmers.,"bulk-import,tatoeba-example-short",,tatoeba:13150453
Bauernhof,,farm,,,Sie hat einen Bauernhof.,She has a farm.,"bulk-import,tatoeba-example-short",,tatoeba:12126145
Baum,,tree,,,Baum fällt!,Timber!,"bulk-import,tatoeba-example-short",,tatoeba:11626006
Baumstamm,,trunk of a tree,,,Tom saß auf einem Baumstamm.,Tom sat on a log.,"bulk-import,tatoeba-example-short",,tatoeba:6815208
Baumwolle,,cotton,,,Baumwolle nimmt Wasser auf.,Cotton sucks up water.,"bulk-import,tatoeba-example-short",,tatoeba:139526
baute,,built,,,Sie baute es.,She built it.,"bulk-import,tatoeba-example-short",,tatoeba:9982461
Bauwerk,,structure,,,Wolkenkratzer sind schöne Bauwerke.,Skyscrapers are beautiful structures.,"bulk-import,tatoeba-example-short",,tatoeba:743957
beabsichtigen,,intend,,,Sein Fehler war beabsichtigt.,His mistake was intended.,"bulk-import,tatoeba-example-short",,tatoeba:7360363
beachten,,notice,,,Geschwindigkeitsbegrenzungen beachten!,Observe the speed limits!,"bulk-import,tatoeba-example-short",,tatoeba:7257837
beachtlich,,noticeable,,,Das ist beachtlich.,That's remarkable.,"bulk-import,tatoeba-example-short",,tatoeba:12425506
Beamter,,official,,,Tom war Beamter.,Tom was a public servant.,"bulk-import,tatoeba-example-short",,tatoeba:10655219
beanspruchen,,require,,,Es beansprucht viel Zeit.,It takes a lot of time.,"bulk-import,tatoeba-example-short",,tatoeba:7793544
beantworten,,answer,,,Beantworten Sie das!,Answer that.,"bulk-import,tatoeba-example-short",,tatoeba:13738687
beaufsichtigen,,be in charge of,,,Keine Sorge! Man wird sie beaufsichtigen.,Don't worry. They will be supervised.,"bulk-import,tatoeba-example-short",,tatoeba:1721773
Becken,,basin,,,Ich fiel ins Becken.,I fell in the pool.,"bulk-import,tatoeba-example-short",,tatoeba:7463730
bedacht,,careful,,,Wähle mit Bedacht!,Choose carefully.,"bulk-import,tatoeba-example-short",,tatoeba:2492218
Bedarf,,need,,,Kein Bedarf!,I don't need it.,"bulk-import,tatoeba-example-short",,tatoeba:1768561
bedauern,,regret,,,Wir bedauern seinen Tod.,We regret his death.,"bulk-import,tatoeba-example-short",,tatoeba:12425522
bedenken,,mind,,,,,"bulk-import,tatoeba-example-short",,tatoeba:6615812
bedeuten,,mean (irr.),,,Kleinigkeiten bedeuten viel.,Little things mean a lot.,"bulk-import,tatoeba-example-short",,tatoeba:6308609
bedeutend,,important,,,,,"bulk-import,tatoeba-example-short",,tatoeba:13560669
Bedeutung,,meaning,,,Farben haben Bedeutungen.,Colors have meanings.,"bulk-import,tatoeba-example-short",,tatoeba:10257059
bedienen,,serve,,,Bedienen Sie sich.,Help yourself.,"bulk-import,tatoeba-example-short",,tatoeba:396624
Bedienung,,service,,,Bedienung gesucht.,Waiter needed.,"bulk-import,tatoeba-example-short",,tatoeba:1018395
Bedingung,,condition,,,Es bestehen Bedingungen.,There are conditions.,"bulk-import,tatoeba-example-short",,tatoeba:12377393
bedürftig,,needy,,,Ich bin bedürftig.,I'm needy.,"bulk-import,tatoeba-example-short",,tatoeba:7451368
beeindrucken,,impress,,,Tom war beeindruckend.,Tom was impressive.,"bulk-import,tatoeba-example-short",,tatoeba:12659798
beeinflussen,,influence,,,Können Sprachen den Charakter beeinflussen?,Can languages influence personality?,"bulk-import,tatoeba-example-short",,tatoeba:12424803
beenden,,finish,,,Ich muss es beenden.,I have to finish it.,"bulk-import,tatoeba-example-short",,tatoeba:13277340
beendet,,finished,,,Ich beendete es.,I'm done.,"bulk-import,tatoeba-example-short",,tatoeba:5817478
Beerdigung,,funeral,,,Ich hasse Beerdigungen.,I hate funerals.,"bulk-import,tatoeba-example-short",,tatoeba:4236451
Beere,,berry,,,Bären lieben Beeren.,Bears love berries.,"bulk-import,tatoeba-example-short",,tatoeba:13088786
Befehl,,order,,,Er befolgte Befehle.,He was acting on orders.,"bulk-import,tatoeba-example-short",,tatoeba:13283134
befehlen,,order,,,Er befolgte Befehle.,He was acting on orders.,"bulk-import,tatoeba-example-short",,tatoeba:13283134
beflecken,,stain,,,Der Overall ist befleckt.,The shirt is dirty.,"bulk-import,tatoeba-example-short",,tatoeba:6005971
befriedigen,,satisfy,,,Es ist sehr befriedigend.,It's very satisfying.,"bulk-import,tatoeba-example-short",,tatoeba:3449873
Befriedigung,,satisfaction,,,Sie blickte mit Befriedigung auf das Werk ihrer Hände.,She looked with satisfaction at her handiwork.,"bulk-import,tatoeba-example-short",,tatoeba:10834725
begann,,began,,,Thomas begann.,Tom began.,"bulk-import,tatoeba-example-short",,tatoeba:8861629
begegnen,,meet (irr.),,,Große Geister begegnen sich.,Great minds meet each other.,"bulk-import,tatoeba-example-short",,tatoeba:3379062
